record_type,enum_type,value,priority,sources,encodings,offsets,categories
enum_value,FOnlineFriendsInterfaceSynthetic,QueryRecentPlayers,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xbc1c870,player
enum_value,FOnlineFriendsInterfaceSynthetic,UnblockPlayer,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xbc1ce70,player
enum_value,FOnlineSessionInterfaceEOS,RegisterPlayers,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xbc20ab0,player
enum_value,FOnlineSessionInterfaceEOS,UnregisterPlayers,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xbc208e0,player
enum_value,FOnlineStoreInterfaceV2RedpointSteam,OnGetAllItemsLoaded,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc5b09f0,item
enum_value,FOnlineStoreInterfaceV2RedpointSteam,OnItemDefinitionLoadComplete,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc5b0a70,item
enum_value,FProperty,SerializeItem,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xae44920,item
enum_value,FRigUnit_AimItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fcb50,item
enum_value,FRigUnit_CCDIKItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fbf50,item
enum_value,FRigUnit_CCDIKPerItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fc088,item
enum_value,FRigUnit_ChainHarmonicsPerItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fa610,item
enum_value,FRigUnit_CollectionAddItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f0890,item
enum_value,FRigUnit_CollectionGetItems,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6ede90,item
enum_value,FRigUnit_CollectionGetParentIndicesItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f03c0,item
enum_value,FRigUnit_CollectionItemAtIndex,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f0620,item
enum_value,FRigUnit_CollectionItems,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6eddf0,item
enum_value,FRigUnit_CollectionReplaceItems,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6edc40,item
enum_value,FRigUnit_CollectionReplaceItemsArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6edb80,item
enum_value,FRigUnit_DebugArcItemSpace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6ebba0,item
enum_value,FRigUnit_DebugBezierItemSpace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6ec200,item
enum_value,FRigUnit_DebugLineItemSpace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6eb800,item
enum_value,FRigUnit_DebugLineStripItemSpace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6ebad0,item
enum_value,FRigUnit_DebugRectangleItemSpace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6ebc10,item
enum_value,FRigUnit_DebugTransformArrayMutableItemSpace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6eb340,item
enum_value,FRigUnit_DebugTransformMutableItemSpace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6ebdb0,item
enum_value,FRigUnit_DistributeRotationForItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fb9c0,item
enum_value,FRigUnit_FABRIKItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fbc70,item
enum_value,FRigUnit_FABRIKPerItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fba70,item
enum_value,FRigUnit_FilterItemsByMetadataTags,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f84a0,item
enum_value,FRigUnit_FindItemsWithMetadata,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f8980,item
enum_value,FRigUnit_FindItemsWithMetadataTag,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f8330,item
enum_value,FRigUnit_FindItemsWithMetadataTagArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f81e0,item
enum_value,FRigUnit_FitChainToCurveItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fe140,item
enum_value,FRigUnit_FitChainToCurvePerItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fe070,item
enum_value,FRigUnit_FitChainToSplineCurveItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xcb701c0,item
enum_value,FRigUnit_FitSplineCurveToChainItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xcb6fa80,item
enum_value,FRigUnit_GetBoolAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f6dc0,item
enum_value,FRigUnit_GetFloatAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f6eb0,item
enum_value,FRigUnit_GetIntAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f71f0,item
enum_value,FRigUnit_GetItemNameSpace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f4e00,item
enum_value,FRigUnit_GetItemShortName,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f4b40,item
enum_value,FRigUnit_GetItemsInNameSpace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f4f00,item
enum_value,FRigUnit_GetRelativeTransformForItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f5860,item
enum_value,FRigUnit_GetRotatorAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f74b0,item
enum_value,FRigUnit_GetTransformAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f7310,item
enum_value,FRigUnit_GetTransformItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f8720,item
enum_value,FRigUnit_GetVector2DAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f7070,item
enum_value,FRigUnit_GetVectorAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f73b0,item
enum_value,FRigUnit_HierarchyCreatePoseItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f2950,item
enum_value,FRigUnit_HierarchyGetChainItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f3a60,item
enum_value,FRigUnit_HierarchyGetParentsItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f0c50,item
enum_value,FRigUnit_HierarchyGetPoseItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f3b60,item
enum_value,FRigUnit_HierarchyGetSiblingsItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f3810,item
enum_value,FRigUnit_HierarchySetPoseItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f32f0,item
enum_value,FRigUnit_IsItemInCurrentNameSpace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f4d20,item
enum_value,FRigUnit_Item,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f4698,item
enum_value,FRigUnit_ItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f4700,item
enum_value,FRigUnit_ItemEquals,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f50f8,item
enum_value,FRigUnit_ItemExists,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f2d18,item
enum_value,FRigUnit_ItemHarmonics,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fa860,item
enum_value,FRigUnit_ItemNotEquals,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f5030,item
enum_value,FRigUnit_ItemReplace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f2cb0,item
enum_value,FRigUnit_ItemToName,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f5198,item
enum_value,FRigUnit_ItemTypeEquals,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f51f0,item
enum_value,FRigUnit_ItemTypeNotEquals,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f5290,item
enum_value,FRigUnit_OffsetTransformForItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f8620,item
enum_value,FRigUnit_PoseGetItems,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f3448,item
enum_value,FRigUnit_PoseGetItemsItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f35f0,item
enum_value,FRigUnit_SetBoolAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f6490,item
enum_value,FRigUnit_SetFloatAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f6320,item
enum_value,FRigUnit_SetIntAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f66c0,item
enum_value,FRigUnit_SetRelativeRotationForItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f90d0,item
enum_value,FRigUnit_SetRelativeTransformForItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f9180,item
enum_value,FRigUnit_SetRelativeTranslationForItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f8ff0,item
enum_value,FRigUnit_SetRotatorAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f6970,item
enum_value,FRigUnit_SetTransformAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f6810,item
enum_value,FRigUnit_SetTransformItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fb3e0,item
enum_value,FRigUnit_SetVector2DAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f6500,item
enum_value,FRigUnit_SetVectorAnimationChannelFromItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6f6600,item
enum_value,FRigUnit_SlideChainItemArray,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fd350,item
enum_value,FRigUnit_SlideChainPerItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fd420,item
enum_value,FRigUnit_TwistBonesPerItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6ff600,item
enum_value,FRigUnit_TwoBoneIKSimplePerItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc700210,item
enum_value,FRigUnit_VisualDebugQuatItemSpace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6eb690,item
enum_value,FRigUnit_VisualDebugTransformItemSpace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6ea900,item
enum_value,FRigUnit_VisualDebugVectorItemSpace,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6eb740,item
enum_value,FSkinWeightProfileManager,TickFunction,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb6d8890,item
enum_value,FSkinWeightProfileManagerTickFunction,Tick,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb6d88e0,item
enum_value,MenuStackInternal,SMenuContentWrapper,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb02d998,item
enum_value,Result,eErrorMissingResourceState,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba42068,item
enum_value,Substrate,TopLayerCmask,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb20fcf8,player
enum_value,UContextMenuItemSwitchMode,Checkbox,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbe327e8,item
enum_value,UContextMenuItemSwitchMode,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbe32668,item
enum_value,UContextMenuItemSwitchMode,Radio,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbe32690,item
enum_value,UContextMenuItemSwitchMode,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbe32830,item
enum_value,UE::Anim,FBlendStackAnimEventsFilterScope,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xca4eec0,item
enum_value,ULiveLinkController,GetRole,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc708500,player
enum_value,UMeshDeformerInstance,AllocateResources,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb595560,item
enum_value,UMeshDeformerInstance,ReleaseResources,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb5954a0,item
enum_value,UMetaSoundBuilderBase,BuildAndOverwriteMetaSoundInternal,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xcc9ab20,item
enum_value,UNetDriver,IsNetResourceValid,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb8cdd20,item
enum_value,USkinnedAsset,FindSocket,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb984bf8,item
enum_value,USkinnedAsset,FindSocketInfo,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb984e30,item
enum_value,USkinnedAsset,GetActiveSocketList,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97dde0,item
enum_value,USkinnedAsset,GetBounds,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97dd68,item
enum_value,USkinnedAsset,GetComposedRefPoseMatrix,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97dfb0,item
enum_value,USkinnedAsset,GetDefaultMeshDeformer,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97df60,item
enum_value,USkinnedAsset,GetDefaultMinLod,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97dcb0,item
enum_value,USkinnedAsset,GetDisableBelowMinLodStripping,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97db80,item
enum_value,USkinnedAsset,GetHasVertexColors,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb9848f0,item
enum_value,USkinnedAsset,GetLODInfo,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb985ee8,item
enum_value,USkinnedAsset,GetLODInfoArray,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97dc70,item
enum_value,USkinnedAsset,GetLODNum,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb985f20,item
enum_value,USkinnedAsset,GetMaterials,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb985580,item
enum_value,USkinnedAsset,GetMinLod,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97dd30,item
enum_value,USkinnedAsset,GetMinLodIdx,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb9848b0,item
enum_value,USkinnedAsset,GetOverlayMaterial,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97df10,item
enum_value,USkinnedAsset,GetOverlayMaterialMaxDrawDistance,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97dea0,item
enum_value,USkinnedAsset,GetPhysicsAsset,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97dcf0,item
enum_value,USkinnedAsset,GetPlatformMinLODIdx,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97db00,item
enum_value,USkinnedAsset,GetRayTracingMinLOD,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97dbe0,item
enum_value,USkinnedAsset,GetRefBasesInvMatrix,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb985700,item
enum_value,USkinnedAsset,GetRefSkeleton,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb9856b8,item
enum_value,USkinnedAsset,GetResourceForRendering,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb984860,item
enum_value,USkinnedAsset,GetShadowPhysicsAsset,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97e000,item
enum_value,USkinnedAsset,GetSkeleton,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97de60,item
enum_value,USkinnedAsset,GetSupportRayTracing,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb985f60,item
enum_value,USkinnedAsset,GetUVChannelData,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97dc30,item
enum_value,USkinnedAsset,IsMaterialUsed,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97dda0,item
enum_value,USkinnedAsset,IsValidLODIndex,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97dab8,item
enum_value,USkinnedAsset,NeedCPUData,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97db48,item
enum_value,USkinnedAsset,SetSkeleton,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb97de28,item
enum_value,USkinnedMeshComponent,RefreshBoneTransforms,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb75f1e0,item
enum_value,UTexture,CreateResource,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb9b83e8,item
enum_value,UTextureAllMipDataProviderFactory,GetResourcePostInitState,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb9ab5e0,item
enum_value,tFRigUnit_TransformConstraintPerItem,Execute,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc6fe8ce,item
enum_type,APlayerState,,medium,ArkAscended.exe,utf16le,,player
enum_type,AShooterPlayerState,,high,ArkAscended.exe,utf16le,,player
enum_type,ActorTracking_TempTrackPOIVisibleState_Creatures,,low,ArkAscended.exe,ascii,,creature
enum_type,ActorTracking_TempTrackPOIVisibleState_Creatures_Key,,low,ArkAscended.exe,ascii,,creature
enum_type,ActorTracking_TempTrackPOIVisibleState_Players,,low,ArkAscended.exe,ascii,,player
enum_type,ActorTracking_TempTrackPOIVisibleState_Players_Key,,low,ArkAscended.exe,ascii,,player
enum_type,ActorTracking_TempTrack_TrackState_Creatures,,low,ArkAscended.exe,ascii,,creature
enum_type,ActorTracking_TempTrack_TrackState_Creatures_Key,,low,ArkAscended.exe,ascii,,creature
enum_type,ActorTracking_TempTrack_TrackState_Players,,low,ArkAscended.exe,ascii,,player
enum_type,ActorTracking_TempTrack_TrackState_Players_Key,,low,ArkAscended.exe,ascii,,player
enum_type,AmmoReloadState,,low,ArkAscended.exe,ascii,,item
enum_type,EPrimalCharacterStatusState,,high,ArkAscended.exe,ascii;utf16le,,creature
enum_type,EWeaponAmmoReloadState,,medium,ArkAscended.exe,ascii;utf16le,,item
enum_type,EWeaponState,,medium,ArkAscended.exe,ascii;utf16le,,item
enum_type,EncounteredStateMachineStack,,medium,ArkAscended.exe,ascii;utf16le,,item
enum_type,EnterStateFailedTaskIndex,,medium,ArkAscended.exe,ascii,,item
enum_type,UPlayerStateCountLimiterConfig,,medium,ArkAscended.exe,utf16le,,player
enum_type,UPrimalAIStateDinoFlyerGrab,,high,ArkAscended.exe,utf16le,,creature
enum_type,UPrimalAIStateDinoGrabAndReleaseState,,high,ArkAscended.exe,utf16le,,creature
enum_type,UPrimalAIStateDinoMeleeState,,high,ArkAscended.exe,utf16le,,creature
enum_type,UPrimalAIStateDinoRangedState,,high,ArkAscended.exe,utf16le,,creature
enum_type,UPrimalAIStateDinoSpiderMinions,,high,ArkAscended.exe,utf16le,,creature
enum_type,UPrimalAIStateDinoSpiderRangedAcidState,,high,ArkAscended.exe,utf16le,,creature
enum_type,UPrimalAIStateDinoSpiderRangedWebState,,high,ArkAscended.exe,utf16le,,creature
enum_type,UPrimalAIStateDinoSpineyLizardTailRangeState,,high,ArkAscended.exe,utf16le,,creature
enum_type,UpdateAltInventoryState,,low,ArkAscended.exe,ascii;utf16le,,item
enum_type,UpdateAltInventoryStateAfterAmmoItemConsumption,,low,ArkAscended.exe,ascii;utf16le,,item
enum_type,UpdateAmmoReloadState,,low,ArkAscended.exe,ascii,,item
enum_type,UsedPlayerState,,medium,ArkAscended.exe,ascii,,player
candidate,"A comma-delimited list of EPingType pings to enable, and (optionally) the EPingAverageType averaging to apply to the ping (e.g: ""RoundTrip=None,RoundTripExclFrame=PlayerStateAvg,ICMP=MovingAverage"").",,medium,ArkAscended.exe,utf16le,0xb8d23c0,player
candidate,E_DinoClimberState.uasset,,medium,pakchunk0-Windows.utoc,ascii,0x427a479,creature
candidate,E_DinoClimberState_RockDrake.uasset,,medium,pakchunk0-Windows.utoc,ascii,0x43d3c30,creature
candidate,E_DinoCompanion_FollowingState.uasset,,medium,pakchunk0-Windows.utoc,ascii,0x43658a3,creature
candidate,E_DinoCompanion_MaxSpeedFollowingState.uasset,,medium,pakchunk0-Windows.utoc,ascii,0x40be3f1,creature
candidate,E_DinoCompanion_UndergroundState.uasset,,medium,pakchunk0-Windows.utoc,ascii,0x4382a3f,creature
candidate,E_DinoState_MilkGlider.uasset,,medium,pakchunk0-Windows.utoc,ascii,0x43bf9e0,creature
candidate,ePrimalCharacterStatusStateDefinition,,high,ArkAscended.exe,utf16le,0xc02ecce,creature
